date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,lag1,lag2,lag3,lag4,lag5,return,return1,return2,return3,return4,return5,EWMA_5,Rate of Change,CCI,ForceIndex
2014-08-14,2357.198,2363.18,2335.945,2334.08,97969496.0,-22.956,-0.97,2349.676,2351.343,2302.97,95716152.0,106654473.6,105775235.0,2358.901,2357.052,2365.349,2331.134,2327.457,-0.973165045926,0.0784454479579,-0.350772761229,1.4677405932,0.157983584659,-1.5133582513,2347.89798341,0.0036468987397,-21.5471262223,831565082.048
2014-08-15,2337.985,2366.902,2360.635,2333.123,93592544.0,24.69,1.06,2355.576,2354.467,2312.795,97086721.6,103381988.8,107181197.4,2335.945,2358.901,2357.052,2365.349,2331.134,1.05695981712,-0.973165045926,0.0784454479579,-0.350772761229,1.4677405932,0.157983584659,2352.14365561,0.0126552141576,11.1569523647,2761073640.54
2014-08-18,2366.272,2379.804,2374.562,2361.197,104509552.0,13.927,0.59,2357.419,2354.361,2323.208,99668398.4,102161568.8,109698062.0,2360.635,2335.945,2358.901,2357.052,2365.349,0.589968377153,1.05695981712,-0.973165045926,0.0784454479579,-0.350772761229,1.4677405932,2359.61643707,0.00389498547572,107.423921302,962846502.576
2014-08-19,2378.886,2379.474,2374.768,2358.965,115850016.0,0.206,0.01,2360.962,2354.902,2332.311,104473880.0,102560391.2,111563433.6,2374.562,2360.635,2335.945,2358.901,2357.052,0.00867528411557,0.589968377153,1.05695981712,-0.973165045926,0.0784454479579,-0.350772761229,2364.66695805,0.00751616850201,66.4262788679,2052398883.46
2014-08-20,2371.649,2375.475,2366.14,2360.837,101288088.0,-8.628,-0.36,2362.41,2355.194,2340.727,102641939.2,101055016.8,112417144.4,2374.768,2374.562,2360.635,2335.945,2358.901,-0.363319701124,0.00867528411557,0.589968377153,1.05695981712,-0.973165045926,0.0784454479579,2365.15797203,0.00306880195481,31.9025603049,733224469.032
2014-08-21,2365.731,2367.46,2354.244,2333.299,100690208.0,-11.896,-0.5,2366.07,2357.873,2346.588,103186081.6,99451116.8,111479878.0,2366.14,2374.768,2374.562,2360.635,2335.945,-0.502759769075,-0.363319701124,0.00867528411557,0.589968377153,1.05695981712,-0.973165045926,2361.51998135,0.00783366046718,-78.2479674435,1842530116.19
2014-08-22,2352.316,2368.457,2365.364,2350.986,89823936.0,11.12,0.47,2367.016,2361.296,2351.834,102432360.0,99759540.8,111022432.8,2354.244,2366.14,2374.768,2374.562,2360.635,0.472338466191,-0.502759769075,-0.363319701124,0.00867528411557,0.589968377153,1.05695981712,2362.8013209,0.00200327454265,-25.0132310534,424777393.344
2014-08-25,2367.019,2367.606,2342.863,2338.455,97373720.0,-22.501,-0.95,2360.676,2359.047,2352.782,101005193.6,100336796.0,106897652.4,2365.364,2354.244,2366.14,2374.768,2374.562,-0.951270079362,0.472338466191,-0.502759769075,-0.363319701124,0.00867528411557,0.589968377153,2356.15521394,-0.0133494092805,-75.1229700273,-3086649550.28
2014-08-26,2339.6,2350.391,2324.092,2317.184,93844224.0,-18.771,-0.8,2350.541,2355.751,2352.418,96604035.2,100538957.6,104876381.2,2342.863,2365.364,2354.244,2366.14,2374.768,-0.801199216514,-0.951270079362,0.472338466191,-0.502759769075,-0.363319701124,0.00867528411557,2345.46747596,-0.0213393476752,-102.157978466,-4755649895.42
2014-08-27,2323.79,2336.737,2327.595,2322.885,67676224.0,3.503,0.15,2342.832,2352.621,2352.697,89881662.4,96261800.8,102109050.8,2324.092,2342.863,2365.364,2354.244,2366.14,0.150725530659,-0.801199216514,-0.951270079362,0.472338466191,-0.502759769075,-0.363319701124,2339.50998397,-0.0162902448714,-72.6388081678,-2608580054.08
2014-08-28,2328.059,2336.363,2311.278,2309.639,70490656.0,-16.317,-0.7,2334.238,2350.154,2350.749,83841752.0,93513916.8,100084195.2,2327.595,2324.092,2342.863,2365.364,2354.244,-0.701024018354,0.150725530659,-0.801199216514,-0.951270079362,0.472338466191,-0.502759769075,2330.09932265,-0.0182504447288,-73.1984424067,-3028701525.7
2014-08-29,2317.304,2338.774,2338.287,2313.262,63211424.0,27.009,1.17,2328.823,2347.919,2351.193,78519249.6,90475804.8,96928896.8,2311.278,2327.595,2324.092,2342.863,2365.364,1.1685742693,-0.701024018354,0.150725530659,-0.801199216514,-0.951270079362,0.472338466191,2332.82854843,-0.0114472867601,-9.54023799822,-1711575727.65
2014-09-01,2340.925,2355.552,2355.317,2338.53,77320872.0,17.03,0.73,2331.314,2345.995,2350.178,74508680.0,87756936.8,94959252.8,2338.287,2311.278,2327.595,2324.092,2342.863,0.728310938734,1.1685742693,-0.701024018354,0.150725530659,-0.801199216514,-0.951270079362,2340.32469895,0.00531571841802,108.067291912,962954139.888
2014-09-02,2359.862,2387.655,2386.46,2349.949,114436736.0,31.143,1.32,2343.787,2347.164,2351.033,78627182.4,87615608.8,95088000.0,2355.317,2338.287,2311.278,2327.595,2324.092,1.32224239879,0.728310938734,1.1685742693,-0.701024018354,0.150725530659,-0.801199216514,2355.70313264,0.0268354264805,103.013651479,7137190350.85
2014-09-03,2389.694,2414.26,2408.838,2389.679,129734208.0,22.378,0.94,2360.036,2351.434,2353.314,91038779.2,90460220.8,95757618.8,2386.46,2355.317,2338.287,2311.278,2327.595,0.937706896407,1.32224239879,0.728310938734,1.1685742693,-0.701024018354,0.150725530659,2373.41475509,0.0349042681394,94.1730739237,10539996260.5
2014-09-04,2411.934,2427.297,2426.224,2404.082,111272296.0,17.386,0.72,2383.025,2358.632,2358.252,99195107.2,91518429.6,95484773.2,2408.838,2386.46,2355.317,2338.287,2311.278,0.721758789923,0.937706896407,1.32224239879,0.728310938734,1.1685742693,-0.701024018354,2391.01783673,0.0497326587282,78.6667520732,12790305336.0
2014-09-05,2433.174,2450.634,2449.259,2427.987,133551760.0,23.035,0.95,2405.22,2367.021,2364.159,113263174.4,95891212.0,97825376.4,2426.224,2408.838,2386.46,2355.317,2338.287,0.949417695975,0.721758789923,0.937706896407,1.32224239879,0.728310938734,1.1685742693,2410.43155782,0.0474586738069,81.1642532298,14820505910.7
2014-09-09,2452.227,2454.893,2445.224,2437.078,118194344.0,-4.035,-0.17,2423.201,2377.257,2368.152,121437868.8,97973274.4,99155035.2,2449.259,2426.224,2408.838,2386.46,2355.317,-0.164743704116,0.949417695975,0.721758789923,0.937706896407,1.32224239879,0.728310938734,2422.02903855,0.0381719318461,64.6381572318,10626498886.0
2014-09-10,2435.593,2437.081,2432.433,2422.646,109175520.0,-12.791,-0.52,2432.396,2388.091,2371.921,120385625.6,99506404.0,100022680.8,2445.224,2449.259,2426.224,2408.838,2386.46,-0.523101360039,-0.164743704116,0.949417695975,0.721758789923,0.937706896407,1.32224239879,2425.4970257,0.0192640982878,8.60348766466,5019126180.96
2014-09-11,2430.678,2461.473,2423.454,2417.269,132982584.0,-8.979,-0.37,2435.319,2397.677,2375.149,121035300.8,106037040.0,101149420.4,2432.433,2445.224,2449.259,2426.224,2408.838,-0.369136580535,-0.523101360039,-0.164743704116,0.949417695975,0.721758789923,0.937706896407,2424.81601713,0.00606765585731,-2.56333915738,1943673447.74
2014-09-12,2418.752,2438.358,2438.358,2412.622,109160168.0,14.904,0.61,2437.746,2410.385,2380.27,120612875.2,109903991.2,101708954.0,2423.454,2432.433,2445.224,2449.259,2426.224,0.614990010126,-0.369136580535,-0.523101360039,-0.164743704116,0.949417695975,0.721758789923,2429.33001142,0.00500118702972,-63.0319017237,1324549478.51
2014-09-15,2433.001,2439.254,2437.189,2418.959,122247160.0,-1.169,-0.05,2435.332,2420.276,2384.097,118351955.2,115807564.8,103141684.8,2438.358,2423.454,2432.433,2445.224,2449.259,-0.0479420987402,0.614990010126,-0.369136580535,-0.523101360039,-0.164743704116,0.949417695975,2431.94967428,-0.00492802108719,-26.7666028932,-1475523221.2
2014-09-16,2440.339,2442.924,2388.765,2386.98,186742784.0,-48.424,-1.99,2424.04,2423.62,2384.808,132061643.2,126749756.0,107253346.4,2437.189,2438.358,2423.454,2432.433,2445.224,-1.98687914643,-0.0479420987402,0.614990010126,-0.369136580535,-0.523101360039,-0.164743704116,2417.55478285,-0.0230895001849,-118.092079393,-10543310841.9
2014-09-17,2395.361,2405.371,2401.326,2379.091,125269024.0,12.561,0.53,2417.818,2425.107,2386.136,135280344.0,127832984.8,107724296.8,2388.765,2437.189,2438.358,2423.454,2432.433,0.525836572455,-1.98687914643,-0.0479420987402,0.614990010126,-0.369136580535,-0.523101360039,2412.14518857,-0.0127884303494,-91.7591467461,-3896743529.57
2014-09-18,2396.379,2414.946,2408.664,2389.622,115926376.0,7.338,0.31,2414.86,2425.09,2388.262,131869102.4,126452201.6,108456211.2,2401.326,2388.765,2437.189,2438.358,2423.454,0.305581166406,0.525836572455,-1.98687914643,-0.0479420987402,0.614990010126,-0.369136580535,2410.98479238,-0.00610285980258,-37.0627959406,-1714551101.04
2014-09-19,2409.313,2430.149,2425.211,2402.313,101813576.0,16.547,0.69,2412.231,2424.988,2391.81,130399784.0,125506329.6,108512379.6,2408.664,2401.326,2388.765,2437.189,2438.358,0.68697834152,0.305581166406,0.525836572455,-1.98687914643,-0.0479420987402,0.614990010126,2415.72686159,-0.00539174313206,36.6511194031,-1338543083.67
2014-09-22,2419.326,2419.326,2378.92,2374.108,102240872.0,-46.291,-1.91,2400.577,2417.954,2392.488,126398526.4,122375240.8,109133226.4,2425.211,2408.664,2401.326,2388.765,2437.189,-1.90874113634,0.68697834152,0.305581166406,0.525836572455,-1.98687914643,-0.0479420987402,2403.45790772,-0.0239082812207,-75.0891015395,-5957473370.57
2014-09-23,2379.521,2402.482,2399.462,2379.521,84033344.0,20.542,0.86,2402.717,2413.378,2395.318,105856638.4,118959140.8,108466207.6,2378.92,2425.211,2408.664,2401.326,2388.765,0.863501084526,-1.90874113634,0.68697834152,0.305581166406,0.525836572455,-1.98687914643,2402.12593848,0.00447804618705,-39.7623283563,898904680.768
2014-09-24,2391.419,2443.978,2441.864,2387.07,142713536.0,42.402,1.77,2410.824,2414.321,2401.206,109345540.8,122312942.4,110909673.2,2399.462,2378.92,2425.211,2408.664,2401.326,1.76714613526,0.863501084526,-1.90874113634,0.68697834152,0.305581166406,0.525836572455,2415.37195899,0.0168815063011,79.4884619597,5785321322.37
2014-09-25,2453.423,2462.668,2436.965,2429.587,138661888.0,-4.899,-0.2,2416.484,2415.672,2406.675,113892643.2,122880872.8,114458956.4,2441.864,2399.462,2378.92,2425.211,2408.664,-0.200625423857,1.76714613526,0.863501084526,-1.90874113634,0.68697834152,0.305581166406,2422.56963933,0.0117496670353,87.6284067865,3924270092.29
2014-09-26,2430.808,2439.649,2437.201,2420.499,100299496.0,0.236,0.01,2418.882,2415.557,2412.971,113589827.2,121994805.6,115949398.4,2436.965,2441.864,2399.462,2378.92,2425.211,0.00968417683471,-0.200625423857,1.76714613526,0.863501084526,-1.90874113634,0.68697834152,2427.44675955,0.00494389972666,44.2780819313,1202590957.04
2014-09-29,2443.91,2453.665,2447.799,2435.611,123401728.0,10.598,0.43,2432.658,2416.618,2418.447,117821998.4,122110262.4,118958913.6,2437.201,2436.965,2441.864,2399.462,2378.92,0.434843084341,0.00968417683471,-0.200625423857,1.76714613526,0.863501084526,-1.90874113634,2434.2308397,0.0289538950448,56.9434162945,8499787622.91
2014-09-30,2452.166,2454.885,2450.988,2444.204,115804232.0,3.189,0.13,2442.963,2422.84,2423.23,124176176.0,115016407.2,120883081.6,2447.799,2437.201,2436.965,2441.864,2399.462,0.130280304878,0.434843084341,0.00968417683471,-0.200625423857,1.76714613526,0.863501084526,2439.8165598,0.0214739804173,69.2536970082,5966928858.03
2014-10-08,2460.87,2478.383,2478.383,2445.268,121953600.0,27.395,1.12,2450.267,2430.546,2427.826,120024188.8,114684864.8,121258924.8,2450.988,2447.799,2437.201,2436.965,2441.864,1.11771253062,0.130280304878,0.434843084341,0.00968417683471,-0.200625423857,1.76714613526,2452.67203987,0.0149553783503,102.700817222,4453623518.4
2014-10-09,2480.197,2488.113,2481.955,2461.112,137923920.0,3.572,0.14,2459.265,2437.875,2431.482,119876595.2,116884619.2,121668410.4,2478.383,2450.988,2447.799,2437.201,2436.965,0.144126230692,1.11771253062,0.130280304878,0.434843084341,0.00968417683471,-0.200625423857,2462.43302658,0.0184614879574,84.7622833924,6205197160.8
2014-10-10,2472.096,2482.136,2466.789,2457.684,147634304.0,-15.166,-0.61,2465.183,2442.033,2433.51,129343556.8,121466692.0,123486510.8,2481.955,2478.383,2450.988,2447.799,2437.201,-0.611050562963,0.144126230692,1.11771253062,0.130280304878,0.434843084341,0.00968417683471,2463.88501772,0.0121401558591,35.341925901,4368203786.75
2014-10-13,2457.412,2460.389,2454.946,2430.546,131593360.0,-11.843,-0.48,2466.612,2449.635,2433.795,130981883.2,124401940.8,123388590.8,2466.789,2481.955,2478.383,2450.988,2447.799,-0.480097811365,-0.611050562963,0.144126230692,1.11771253062,0.130280304878,0.434843084341,2460.90534515,0.00291976587947,-73.4345230967,940497743.92
2014-10-14,2451.094,2467.904,2446.562,2436.336,127393704.0,-8.384,-0.34,2465.727,2454.345,2433.862,133299777.6,128737976.8,123848558.8,2454.946,2466.789,2481.955,2478.383,2450.988,-0.341514640241,-0.480097811365,-0.611050562963,0.144126230692,1.11771253062,0.130280304878,2456.1242301,-0.00180580239479,-65.2479338682,-563844533.904
2014-10-15,2444.538,2465.498,2463.874,2431.188,135801888.0,17.312,0.71,2462.825,2456.546,2435.434,136069435.2,128046812.0,125179877.2,2446.562,2454.946,2466.789,2481.955,2478.383,0.707605202729,-0.341514640241,-0.480097811365,-0.611050562963,0.144126230692,1.11771253062,2458.70748673,-0.00585422027185,-32.5285584587,-1970349592.99
2014-10-16,2448.968,2480.3,2444.395,2441.822,158166608.0,-19.479,-0.79,2455.313,2457.289,2436.481,140117972.8,129997284.0,126439078.4,2463.874,2446.562,2454.946,2466.789,2481.955,-0.790584258773,0.707605202729,-0.341514640241,-0.480097811365,-0.611050562963,0.144126230692,2453.93665782,-0.0151332316662,1.22826819275,-5940737796.48
2014-10-17,2443.222,2456.105,2441.732,2410.401,132759984.0,-2.663,-0.11,2450.302,2457.742,2436.65,137143108.8,133243332.8,127619069.2,2444.395,2463.874,2446.562,2454.946,2466.789,-0.108943112713,-0.790584258773,0.707605202729,-0.341514640241,-0.480097811365,-0.611050562963,2449.86843855,-0.0101577394743,-111.534704395,-3326566919.09
2014-10-20,2448.453,2456.621,2454.711,2441.896,91435400.0,12.979,0.53,2450.255,2458.434,2437.526,129111516.8,130046700.0,126078481.2,2441.732,2444.395,2463.874,2446.562,2454.946,0.531548916916,-0.108943112713,-0.790584258773,0.707605202729,-0.341514640241,-0.480097811365,2451.4826257,-9.57251198192e-05,15.530592543,-21487319.0
2014-10-21,2453.406,2459.255,2433.391,2432.552,96241912.0,-21.32,-0.87,2447.621,2456.674,2439.757,122881158.4,128090468.0,121553437.6,2454.711,2441.732,2444.395,2463.874,2446.562,-0.868534014798,0.531548916916,-0.108943112713,-0.790584258773,0.707605202729,-0.341514640241,2445.4520838,-0.00538347280796,-46.8849487413,-1267602222.95
2014-10-22,2434.886,2447.467,2418.641,2417.562,88656192.0,-14.75,-0.61,2438.574,2450.7,2440.623,113452019.2,124760727.2,119722796.0,2433.391,2454.711,2441.732,2444.395,2463.874,-0.606150018637,-0.868534014798,0.531548916916,-0.108943112713,-0.790584258773,0.707605202729,2436.51505587,-0.0183584874876,-87.0376831266,-4010185532.74
2014-10-23,2415.44,2424.662,2395.936,2392.532,103491840.0,-22.705,-0.94,2428.882,2442.098,2439.986,102517065.6,121317519.2,119101069.2,2418.641,2433.391,2454.711,2441.732,2444.395,-0.938750314743,-0.606150018637,-0.868534014798,0.531548916916,-0.108943112713,-0.790584258773,2422.98870391,-0.01982453736,-104.838332341,-5015111074.56
2014-10-24,2397.848,2404.993,2390.706,2385.725,74974872.0,-5.23,-0.22,2418.677,2434.489,2438.261,90960043.2,114051576.0,117759134.0,2395.936,2418.641,2433.391,2454.711,2441.732,-0.218286298131,-0.938750314743,-0.606150018637,-0.868534014798,0.531548916916,-0.108943112713,2412.22780261,-0.0208974613103,-82.2688747411,-3825667818.67
2014-10-27,2377.542,2377.542,2368.832,2361.68,73862448.0,-21.874,-0.92,2401.501,2425.878,2437.757,87445452.8,108278484.8,116340212.8,2390.706,2395.936,2418.641,2433.391,2454.711,-0.914959848681,-0.218286298131,-0.938750314743,-0.606150018637,-0.868534014798,0.531548916916,2397.76253507,-0.0349853811711,-89.1985112455,-6343233171.79
2014-10-28,2373.155,2416.766,2416.653,2373.155,101523056.0,47.821,2.02,2398.154,2422.887,2438.616,88501681.6,105691420.0,117214698.4,2368.832,2390.706,2395.936,2418.641,2433.391,2.01875861184,-0.914959848681,-0.218286298131,-0.938750314743,-0.606150018637,-0.868534014798,2404.05935671,-0.00687846712674,8.4351647716,-1699292911.33
2014-10-29,2423.813,2461.268,2451.384,2415.703,158584064.0,34.731,1.44,2404.702,2421.638,2439.092,102487256.0,107969637.6,118008224.8,2416.653,2368.832,2390.706,2395.936,2418.641,1.43715295493,2.01875861184,-0.914959848681,-0.218286298131,-0.938750314743,-0.606150018637,2419.83423781,0.0135377676968,101.486436568,5192518007.55
2014-10-30,2450.361,2474.376,2468.925,2443.759,189626352.0,17.541,0.72,2419.3,2424.091,2440.69,119714158.4,111115612.0,120556448.0,2451.384,2416.653,2368.832,2390.706,2395.936,0.715554968132,1.43715295493,2.01875861184,-0.914959848681,-0.218286298131,-0.938750314743,2436.19782521,0.0304636684786,85.1672959954,13840637806.1
2014-10-31,2473.501,2512.189,2508.325,2466.504,239172416.0,39.4,1.6,2442.824,2430.75,2444.246,152553667.2,121756855.2,127500094.0,2468.925,2451.384,2416.653,2368.832,2390.706,1.59583624452,0.715554968132,1.43715295493,2.01875861184,-0.914959848681,-0.218286298131,2460.2402168,0.0491984376163,82.1185109599,28131220397.5
2014-11-03,2515.824,2524.172,2512.548,2502.06,205801232.0,4.223,0.17,2471.567,2436.534,2447.484,178941424.0,133193438.4,131620069.2,2508.325,2468.925,2451.384,2416.653,2368.832,0.16835936332,1.59583624452,0.715554968132,1.43715295493,2.01875861184,-0.914959848681,2477.67614454,0.0606695620458,75.7436316361,29576929858.1
2014-11-04,2511.036,2517.46,2513.172,2498.605,218247008.0,0.624,0.03,2490.871,2444.512,2450.593,202286214.4,145393948.0,136742208.0,2512.548,2508.325,2468.925,2451.384,2416.653,0.0248353464292,0.16835936332,1.59583624452,0.715554968132,1.43715295493,2.01875861184,2489.50809636,0.0399391224143,54.1750143625,21064982965.2
2014-11-05,2516.87,2519.399,2503.448,2499.228,190491856.0,-9.724,-0.39,2501.284,2452.993,2451.846,208667772.8,155577514.4,140169120.8,2513.172,2512.548,2508.325,2468.925,2451.384,-0.386921388588,0.0248353464292,0.16835936332,1.59583624452,0.715554968132,1.43715295493,2494.1547309,0.0212386145949,31.3025747217,9917767990.78
2014-11-06,2505.167,2510.985,2506.067,2482.983,149651120.0,2.619,0.1,2508.712,2464.006,2453.052,200672726.4,160193442.4,140755480.8,2503.448,2513.172,2512.548,2508.325,2468.925,0.104615714007,-0.386921388588,0.0248353464292,0.16835936332,1.59583624452,0.715554968132,2498.12548727,0.0150437943639,-48.0559211143,5558341899.04
2014-11-07,2508.765,2541.549,2502.153,2489.419,208760912.0,-3.914,-0.16,2507.478,2475.151,2454.82,194590425.6,173572046.4,143811811.2,2506.067,2503.448,2513.172,2512.548,2508.325,-0.156180979998,0.104615714007,-0.386921388588,0.0248353464292,0.16835936332,1.59583624452,2499.46799151,-0.00246060618142,37.54684385,-1288472348.86
2014-11-10,2529.83,2565.73,2565.73,2514.71,226599728.0,63.577,2.54,2518.114,2494.841,2460.359,198750124.8,188845774.4,148562129.6,2502.153,2506.067,2503.448,2513.172,2512.548,2.540891784,-0.156180979998,0.104615714007,-0.386921388588,0.0248353464292,0.16835936332,2521.55532768,0.021166560798,116.250784965,12051026734.5
2014-11-11,2578.438,2602.373,2558.612,2532.572,323711648.0,-7.118,-0.28,2527.202,2509.036,2465.962,219843052.8,211064633.6,158378026.8,2565.73,2502.153,2506.067,2503.448,2513.172,-0.27742591777,2.540891784,-0.156180979998,0.104615714007,-0.386921388588,0.0248353464292,2533.90755178,0.018080736217,89.3680737457,14709457285.1
2014-11-12,2545.403,2594.318,2594.318,2539.601,184686256.0,35.706,1.4,2545.376,2523.33,2472.484,218681932.8,213674852.8,160822245.2,2558.612,2565.73,2502.153,2506.067,2503.448,1.39552225973,-0.27742591777,2.540891784,-0.156180979998,0.104615714007,-0.386921388588,2554.04436786,0.0362979378841,72.2346992955,16782440082.7
2014-11-13,2597.389,2607.519,2579.75,2567.463,219815616.0,-14.568,-0.56,2560.113,2534.412,2479.252,232714832.0,216693779.2,163904695.6,2594.318,2558.612,2565.73,2502.153,2506.067,-0.561534861956,1.39552225973,-0.27742591777,2.540891784,-0.156180979998,0.104615714007,2562.6129119,0.0294018475963,63.8823922053,16196674033.7
2014-11-14,2569.211,2581.932,2581.093,2557.666,165049968.0,1.343,0.05,2575.901,2541.689,2486.22,223972643.2,209281534.4,165519194.8,2579.75,2594.318,2558.612,2565.73,2502.153,0.0520593080725,-0.561534861956,1.39552225973,-0.27742591777,2.540891784,-0.156180979998,2568.77294127,0.0315488301475,19.4481168241,13029044473.9
2014-11-17,2613.513,2614.086,2567.101,2565.943,158478096.0,-13.992,-0.54,2576.175,2547.144,2491.839,210348316.8,204549220.8,168871329.6,2581.093,2579.75,2594.318,2558.612,2565.73,-0.542095926028,0.0520593080725,-0.561534861956,1.39552225973,-0.27742591777,2.540891784,2568.21562751,0.000534350847517,50.5860262834,217273469.616
2014-11-18,2565.273,2570.211,2541.416,2534.927,142941360.0,-25.685,-1.0,2572.736,2549.969,2497.241,174194259.2,197018656.0,171206302.0,2567.101,2581.093,2579.75,2594.318,2558.612,-1.00054497271,-0.542095926028,0.0520593080725,-0.561534861956,1.39552225973,-0.27742591777,2559.28241834,-0.0067208314508,-112.988328775,-2458019626.56
2014-11-19,2538.233,2550.5,2537.223,2531.318,122146976.0,-4.193,-0.17,2561.317,2553.346,2503.17,161686403.2,190184168.0,172880841.2,2541.416,2567.101,2581.093,2579.75,2594.318,-0.164986763285,-1.00054497271,-0.542095926028,0.0520593080725,-0.561534861956,1.39552225973,2551.92927889,-0.022007710697,-85.477580552,-6973981594.72
2014-11-20,2528.78,2545.473,2537.099,2522.836,106149864.0,-0.124,-0.01,2552.786,2556.449,2510.228,138953252.8,185834042.4,173013742.4,2537.223,2541.416,2567.101,2581.093,2579.75,-0.00488723301025,-0.164986763285,-1.00054497271,-0.542095926028,0.0520593080725,-0.561534861956,2546.9858526,-0.0165329973835,-66.1188216052,-4527397849.46
2014-11-21,2537.538,2585.362,2583.455,2530.032,151028144.0,46.356,1.83,2553.259,2564.58,2519.865,136148888.0,180060765.6,176816406.0,2537.099,2537.223,2541.416,2567.101,2581.093,1.82712617836,-0.00488723301025,-0.164986763285,-1.00054497271,-0.542095926028,0.0520593080725,2559.14223506,0.000915116193024,40.1200974222,356728476.128
2014-11-24,2614.16,2667.671,2649.258,2602.944,279839712.0,65.803,2.55,2569.69,2572.933,2533.886,160421211.2,185384764.0,187115269.2,2583.455,2537.099,2537.223,2541.416,2567.101,2.54709294336,1.82712617836,-0.00488723301025,-0.164986763285,-1.00054497271,-0.542095926028,2589.18082338,0.0320038050704,114.589238862,22990791218.8
2014-11-25,2650.085,2686.063,2685.561,2643.843,222611696.0,36.303,1.37,2598.519,2585.627,2547.332,176355278.4,175274768.8,193169701.2,2649.258,2583.455,2537.099,2537.223,2541.416,1.3703082146,2.54709294336,1.82712617836,-0.00488723301025,-0.164986763285,-1.00054497271,2621.30754892,0.0567183806193,87.596742917,32088362919.9
2014-11-26,2695.263,2723.36,2723.018,2690.31,243962480.0,37.457,1.4,2635.678,2598.497,2560.914,200718379.2,181202391.2,197438622.0,2685.561,2649.258,2583.455,2537.099,2537.223,1.39475513682,1.3703082146,2.54709294336,1.82712617836,-0.00488723301025,-0.164986763285,2655.21103261,0.0732276981566,79.1532943401,45327008971.6
2014-11-27,2737.03,2754.49,2754.49,2718.704,265464736.0,31.472,1.16,2679.156,2615.971,2575.192,232581353.6,185767303.2,201230541.2,2723.018,2685.561,2649.258,2583.455,2537.099,1.1557764216,1.39475513682,1.3703082146,2.54709294336,1.82712617836,-0.00488723301025,2688.30402174,0.0856848707914,74.1869054113,57709644423.8
2014-11-28,2753.925,2809.543,2808.819,2740.374,375323648.0,54.329,1.97,2724.229,2638.744,2590.217,277440454.4,206794671.2,208038102.8,2754.49,2723.018,2685.561,2649.258,2583.455,1.97237964197,1.1557764216,1.39475513682,1.3703082146,2.54709294336,1.82712617836,2728.47568116,0.0872335689997,87.696230704,84584438607.9
2014-12-01,2825.611,2855.332,2819.812,2808.653,365487424.0,10.993,0.39,2758.34,2664.015,2605.58,294569996.8,227495604.0,216022412.4,2808.819,2754.49,2723.018,2685.561,2649.258,0.391374453106,1.97237964197,1.1557764216,1.39475513682,1.3703082146,2.54709294336,2758.92112077,0.0643780258472,86.9518002558,62335342112.9
2014-12-02,2807.338,2944.506,2923.94,2804.293,361465312.0,104.128,3.69,2806.016,2702.268,2626.118,322340720.0,249347999.2,223183327.6,2819.812,2808.819,2754.49,2723.018,2685.561,3.6927284514,0.391374453106,1.97237964197,1.1557764216,1.39475513682,1.3703082146,2813.92741385,0.0887632044105,93.4759632056,86165739609.2
2014-12-03,2936.124,3028.225,2967.549,2912.246,466156672.0,43.609,1.49,2854.922,2745.3,2649.323,366779558.4,283748968.8,236966568.4,2923.94,2819.812,2808.819,2754.49,2723.018,1.49144647291,3.6927284514,0.391374453106,1.97237964197,1.1557764216,1.39475513682,2865.13460923,0.0898014629356,94.1768517211,1.13989757161e+11
2014-12-04,2975.403,3104.89,3104.351,2968.876,426812928.0,136.802,4.61,2924.894,2802.025,2679.237,399049196.8,315815275.2,250824658.8,2967.549,2923.94,2819.812,2808.819,2754.49,4.6099323044,1.49144647291,3.6927284514,0.391374453106,1.97237964197,1.1557764216,2944.87340616,0.127014801288,92.6879855674,1.49325197803e+11
2014-12-05,3143.968,3195.798,3124.885,3011.936,524881248.0,20.534,0.66,2988.107,2856.168,2710.374,428960716.8,353200585.6,266630675.6,3104.351,2967.549,2923.94,2819.812,2808.819,0.661458707472,4.6099323044,1.49144647291,3.6927284514,0.391374453106,1.97237964197,3004.87727077,0.112526296639,79.6727594303,1.6589711653e+11
2014-12-08,3108.272,3270.881,3252.881,3075.7,484462336.0,127.996,4.1,3074.721,2916.531,2744.732,452755699.2,373662848.0,279523806.0,3124.885,3104.351,2967.549,2923.94,2819.812,4.09602273364,0.661458707472,4.6099323044,1.49144647291,3.6927284514,0.391374453106,3087.54518051,0.153580806096,85.1424224386,2.09805619389e+11
2014-12-09,3233.097,3387.827,3106.913,3074.516,632874560.0,-145.968,-4.49,3111.316,2958.666,2772.147,507037548.8,414689134.4,294981951.6,3252.881,3124.885,3104.351,2967.549,2923.94,-4.48734521798,4.09602273364,0.661458707472,4.6099323044,1.49144647291,3.6927284514,3094.00112034,0.0625775494709,58.4157523382,1.15798956867e+11
2014-12-10,3120.212,3229.047,3221.546,3058.191,425018720.0,114.633,3.69,3162.115,3008.519,2803.508,498809958.4,432794758.4,306998574.8,3106.913,3252.881,3124.885,3104.351,2967.549,3.68961087742,-4.48734521798,4.09602273364,0.661458707472,4.6099323044,1.49144647291,3136.51608023,0.0855915100307,26.620150605,1.07953479824e+11
